# A-share company profile for 000333.SZ

公司名称,英文名称,曾用简称,A股代码,A股简称,B股代码,B股简称,H股代码,H股简称,入选指数,所属市场,所属行业,法人代表,注册资金,成立日期,上市日期,官方网站,电子邮箱,联系电话,传真,注册地址,办公地址,邮政编码,主营业务,经营范围,机构简介
美的集团股份有限公司,"Midea Group Co., Ltd.",,000333,美的集团,,,00300,美的集团,,深交所主板,电气机械和器材制造业,方洪波,760327.6186,2000-04-07,2013-09-18,www.midea.com,IR@midea.com,0757-26338888,0757-26654011,广东省佛山市顺德区北滘镇美的大道6号美的总部大楼B区26-28楼,广东省佛山市顺德区北滘镇美的大道6号美的总部大楼,528311,以家电产业为主，涉足电机、物流等领域，旗下分为四大业务板块，分别为大家电、小家电、电机及物流。,生产经营家用电器、电机及其零部件；中央空调、采暖设备、通风设备、热泵设备、照明设备、燃气设备、压缩机及相关通用设备、专用设备、家用空调设备及其零部件的研发、制造、销售、安装、维修及售后服务；从事家用电器、家电原材料及零配件的进出口、批发及加工业务（不设店铺，不涉及国营贸易管理商品，涉及配额、许可证管理商品的按国家规定办理）；信息技术服务；为企业提供投资顾问及管理服务；计算机软件、硬件开发；家电产品的安装、维修及售后服务；工业产品设计；酒店管理；广告代理；物业管理；企业所需的工程和技术研究、开发及其销售和推广；对金融业进行投资。（经营范围涉及行政许可的项目须凭有效许可证或批准证明经营）,"美的集团有限公司（以下简称：美的有限）为美的集团前身，成立于2000年4月7日，设立时名称为“顺德市美托投资有限公司”，系由美的工会委员会和何享健等21名自然人共同以货币出资设立的有限责任公司，《企业法人营业执照》注册号为4406812005736，注册资本为1,036.866万元。2000年3月1日，美的有限办理登记注册的注册资本已全部出资到位。2012年4月24日，美的有限作出股东决议，同意美的有限整体变更为股份有限公司，以美的有限截至2011年12月31日经天健正信审计后的净资产158,425.331万元按1:0.631212的比例折合为100,000万股（其中，100,000万元作为股份有限公司注册资本，其余58,425.331万元作为资本公积，由全体股东按出资比例共享），每股面值1元。2012年5月11日，广东省外经贸厅出具《关于合资企业美的集团有限公司转制为外商投资股份有限公司的批复》（粤外经贸资字[2012]203号），批准美的有限整体变更为股份有限公司。2012年5月29日，天健正信出具了天健正信（2012）综字第150005号《验资报告》，确认出资均已到位。2012年8月25日，美的集团召开创立大会。2012年8月30日，美的集团经佛山市顺德区市场安全监管局注册，领取《企业法人营业执照》，注册号为440681000038581号，注册资本为100,000万元。"


## 主营业务简介

股票代码,主营业务,产品类型,产品名称,经营范围
000333,智能家居、工业技术、楼宇科技、机器人与自动化、新能源、健康医疗、智慧物流等业务。,智能家居业务、楼宇科技、机器人与自动化、工业技术、其他业务,智能家居业务、楼宇科技、机器人与自动化、工业技术、其他业务,生产经营家用电器、电机及其零部件；从事家用电器、家电原材料及零配件的进出口、批发及加工业务(不设店铺，不涉及国营贸易管理商品，涉及配额、许可证管理商品的按国家规定办理)；信息技术服务；为企业提供投资顾问及管理服务；计算机软件、硬件开发；家电产品的安装、维修及售后服务；工业产品设计；酒店管理；广告代理；物业管理；企业所需的工程和技术研究、开发及其销售和推广。(经营范围涉及行政许可的项目需凭有效许可证或批准证明经营）。


## 最新主营构成

股票代码,报告日期,分类类型,主营构成,主营收入,收入比例,主营成本,成本比例,主营利润,利润比例,毛利率
000333,2025-12-31,按行业分类,制造业,409272424000,0.896639,294954238000.0,0.877867,114318186000.0,0.948996,0.279321
000333,2025-12-31,按行业分类,其他,47179307000,0.103361,41035290000.0,0.122133,6144017000.0,0.051004,0.130227
000333,2025-12-31,按产品分类,智能家居业务,299927239000,0.657084,210259540000.0,0.625792,89667699000.0,0.744364,0.298965
000333,2025-12-31,按产品分类,商业及工业解决方案,122752958000,0.268929,97204037000.0,0.289307,25548921000.0,0.212091,0.208133
000333,2025-12-31,按产品分类,其他(补充),33771534000,0.073987,28525951000.0,0.084901,5245583000.0,0.043545,0.155326
000333,2025-12-31,按产品分类,其中:商业及工业解决方案-楼宇科技,35790825000,0.078411,24846935000.0,0.073952,10943890000.0,0.090849,0.305774


## 最新关键财务摘要

指标,20251231
归母净利润,43945411000.0
营业总收入,458502407000.0
扣非净利润,41267233000.0
基本每股收益,5.8
每股净资产,29.382262
资产负债率,61.165009
基本每股收益,5.8
归母净利润,43945411000.0
营业总收入,458502407000.0
扣非净利润,41267233000.0
资产负债率,61.165009
